,Unnamed: 0,hr,,,Name,weight,mlb_g,height_inches,era,round_sort,round,draft_type,rbi,bats,description,sv,height_feet,pick,year,name_last_first,avg,overall,milb_g,Team,league_full,primary_position,team_abbrev,birth_date,so,throws,league_id,l,w,school,trans_date,sb,signed_sw,round_desc,player_id,team_id,DOB,First,Last,,
50864,50864,0,,,Jared Burton,225,1,5,3.44,8,8,JR,0,R,June Amateur Draft,10,6,26,2002,"Burton, Jared",0,248,Y,OAK,American League,P,OAK,6/2/1981,305,R,103,19,18,Western Carolina,,0,N,Round 8,454537,133,06/02/81,Jared,Burton,,
50870,50870,0,,,Chris Leroux,225,1,6,6.03,9,9,JR,0,L,June Amateur Draft,0,6,2,2002,"Leroux, Chris",0,254,Y,TBR,American League,P,TB,4/14/1984,66,R,103,3,1,"St Joseph SS HS (Mississauga, Can)",,0,N,Round 9,460092,139,04/14/84,Chris,Leroux,,
50874,50874,0,,,Matt Tupman,185,1,11,-1,9,9,JR,0,L,June Amateur Draft,,5,6,2002,"Tupman, Matt",1,258,Y,KCR,American League,C,KC,11/25/1979,,R,103,,,Massachusetts - Lowell,,0,N,Round 9,445584,118,11/25/79,Matt,Tupman,,
50879,50879,0,,,Eric Reed,170,1,0,-1,9,9,JR,0,L,June Amateur Draft,,6,11,2002,"Reed, Eric",0.098,263,Y,FLA,National League,OF,FLA,12/2/1980,,L,104,,,Texas A&M,,4,N,Round 9,430971,146,12/02/80,Eric,Reed,,
50889,50889,0,,,Adam Greenberg,180,1,9,-1,9,9,JR,0,L,June Amateur Draft,,5,21,2002,"Greenberg, Adam",0,273,Y,CHC,National League,OF,CHC,2/21/1981,,R,104,,,North Carolina,,0,N,Round 9,435279,112,02/21/81,Adam,Greenberg,,
50894,50894,,,,Shane Komine,180,1,9,4.86,9,9,JR,,R,June Amateur Draft,0,5,26,2002,"Komine, Shane",,278,Y,OAK,American League,P,OAK,10/18/1980,2,R,103,0,0,Nebraska,,,N,Round 9,455005,133,10/18/80,Shane,Komine,,
50899,50899,0,,,David Davidson,200,1,1,30,10,10,JR,0,L,June Amateur Draft,0,6,1,2002,"Davidson, David",1,283,Y,PIT,National League,P,PIT,4/23/1984,3,L,104,0,0,"Denis Morris HS (Thorold, ON)",,0,N,Round 10,452656,134,04/23/84,David,Davidson,,
50900,50900,1,,,Jason Hammel,225,1,6,4.62,10,10,JR,21,R,June Amateur Draft,4,6,2,2002,"Hammel, Jason",0.151,284,Y,TBR,American League,P,TB,9/2/1982,1428,R,103,114,96,Treasure Valley CC,,0,N,Round 10,434628,139,09/02/82,Jason,Hammel,,
50906,50906,3,,,Luke Carlin,190,1,10,-1,10,10,JR,11,S,June Amateur Draft,,5,8,2002,"Carlin, Luke",0.179,290,Y,DET,American League,C,DET,12/20/1980,,R,103,,,Northeastern,,1,N,Round 10,450192,116,12/20/80,Luke,Carlin,,
50910,50910,127,,,Howie Kendrick,225,1,11,-1,10,10,JR,724,R,June Amateur Draft,,5,12,2002,"Kendrick, Howie",0.294,294,Y,ANA,American League,2B,ANA,7/12/1983,,R,103,,,St. John's River Community College,,126,N,Round 10,435062,108,07/12/83,Howie,Kendrick,,
50913,50913,0,,,Matt Lindstrom,215,1,3,3.68,10,10,JR,0,R,June Amateur Draft,51,6,15,2002,"Lindstrom, Matt",0,297,Y,NYM,National League,P,NYM,2/11/1980,327,R,104,21,17,Ricks Junior College,,0,N,Round 10,434637,121,02/11/80,Matt,Lindstrom,,
50918,50918,2,,,Kyle Phillips,225,1,1,-1,10,10,JR,12,L,June Amateur Draft,,6,20,2002,"Phillips, Kyle",0.191,302,Y,MIN,American League,C,MIN,4/3/1984,,R,103,,,"El Capitan HS (Lakeside, CA)",,0,N,Round 10,444351,142,04/03/84,Kyle,Phillips,,
50933,50933,0,,,Jason Bergmann,220,1,3,5.04,11,11,JR,0,R,June Amateur Draft,0,6,5,2002,"Bergmann, Jason",0.067,317,Y,MON,National League,P,MON,9/25/1981,299,R,104,24,12,Rutgers,,0,N,Round 11,456589,120,09/25/81,Jason,Bergmann,,
50936,50936,0,,,Joel Zumaya,215,1,3,3.05,11,11,JR,0,R,June Amateur Draft,5,6,8,2002,"Zumaya, Joel",,320,Y,DET,American League,P,DET,11/9/1984,210,R,103,12,13,"Bonita Vista HS (Chula Vista, CA)",,0,N,Round 11,451491,116,11/09/84,Joel,Zumaya,,
50937,50937,19,,,Ryan Shealy,240,1,5,-1,11,11,JR,94,R,June Amateur Draft,,6,9,2002,"Shealy, Ryan",0.268,321,Y,COL,National League,1B,COL,8/29/1979,,R,104,,,Florida,,2,N,Round 11,434626,115,08/29/79,Ryan,Shealy,,
50945,50945,0,,,T.J. Beam,215,1,7,5.37,11,11,JR,0,R,June Amateur Draft,1,6,17,2002,"Beam, T.J.",0,329,Y,PHI,National League,P,PHI,8/28/1980,36,R,104,2,4,Mississippi,,0,N,Round 11,446884,143,08/28/80,T.J.,Beam,,
50947,50947,0,,,James McDonald,205,1,5,4.2,11,11,JR,4,L,June Amateur Draft,0,6,19,2002,"McDonald, James",0.11,331,Y,LAD,National League,P,LA,10/19/1984,442,R,104,30,32,Long Beach Poly HS (CA),,0,N,Round 11,457428,119,10/19/84,James,McDonald,,
50948,50948,0,,,Evan Meek,215,1,0,3.63,11,11,JR,0,R,June Amateur Draft,4,6,20,2002,"Meek, Evan",1,332,Y,MIN,American League,P,MIN,5/12/1983,160,R,103,11,7,"Inglemoor HS (Bothell, WA)",,0,N,Round 11,457425,142,05/12/83,Evan,Meek,,
50962,50962,2,,,Brandon Fahey,160,1,1,-1,12,12,JR,36,L,June Amateur Draft,,6,4,2002,"Fahey, Brandon",0.224,346,Y,BAL,American League,SS,BAL,1/18/1981,,R,103,,,Texas,,5,N,Round 12,454994,110,01/18/81,Brandon,Fahey,,
50965,50965,0,,,Callix Crabbe,185,1,7,-1,12,12,JR,2,S,June Amateur Draft,,5,7,2002,"Crabbe, Callix",0.176,349,Y,MIL,National League,2B,MIL,2/14/1983,,R,104,,,Manatee Community College,,1,N,Round 12,450825,158,02/14/83,Callix,Crabbe,,
50967,50967,0,,,Mike Esposito,190,1,0,6.75,12,12,JR,0,R,June Amateur Draft,0,6,9,2002,"Esposito, Mike",0.2,351,Y,COL,National League,P,COL,9/27/1981,5,R,104,2,0,Arizona State,,0,N,Round 12,435438,115,09/27/81,Mike,Esposito,,
50971,50971,6,,,Paul McAnulty,225,1,11,-1,12,12,JR,23,L,June Amateur Draft,,5,13,2002,"McAnulty, Paul",0.201,355,Y,SDP,National League,1B,SD,2/24/1981,,R,104,,,Long Beach State,,1,N,Round 12,434582,135,02/24/81,Paul,McAnulty,,
50978,50978,14,,,Jeff Clement,220,1,1,-1,12,12,JR,39,L,June Amateur Draft,,6,20,2002,"Clement, Jeff",0.218,362,Y,MIN,American League,C,MIN,8/21/1983,,R,103,,,Marshalltown HS (Iowa),,0,N,Round 12,459943,142,08/21/83,Jeff,Clement,,
50996,50996,0,,,Anthony Reyes,230,1,2,5.12,13,13,JR,1,R,June Amateur Draft,1,6,8,2002,"Reyes, Anthony",0.088,380,Y,DET,American League,P,DET,10/16/1981,205,R,103,26,13,USC,,0,N,Round 13,435039,116,10/16/81,Anthony,Reyes,,
51001,51001,0,,,Lance Pendleton,225,1,3,6.75,13,13,JR,0,L,June Amateur Draft,0,6,13,2002,"Pendleton, Lance",,385,Y,SDP,National League,P,SD,9/10/1983,13,R,104,0,0,Kingwood HS (TX),,0,N,Round 13,459983,135,09/10/83,Lance,Pendleton,,
51009,51009,12,,,Micah Hoffpauir,215,1,3,-1,13,13,JR,48,L,June Amateur Draft,,6,21,2002,"Hoffpauir, Micah",0.251,393,Y,CHC,National League,OF,CHC,3/1/1980,,L,104,,,Lamar,,2,N,Round 13,451687,112,03/01/80,Micah,Hoffpauir,,
51018,51018,0,,,Reid Gorecki,175,1,1,-1,13,13,JR,3,R,June Amateur Draft,,6,30,2002,"Gorecki, Reid",0.2,402,Y,STL,National League,OF,STL,12/22/1980,,R,104,,,Delaware,,1,N,Round 13,434698,138,12/22/80,Reid,Gorecki,,
51029,51029,,,,Travis Chick,220,1,3,12.6,14,14,JR,,R,June Amateur Draft,0,6,11,2002,"Chick, Travis",,413,Y,FLA,National League,P,FLA,6/10/1984,2,R,104,0,0,Whitehouse HS (Texas),,,N,Round 14,435458,146,06/10/84,Travis,Chick,,
51038,51038,0,,,Garrett Mock,230,1,4,5.17,14,14,JR,0,S,June Amateur Draft,0,6,20,2002,"Mock, Garrett",0.069,422,Y,MIN,American League,P,MIN,4/25/1983,121,R,103,13,4,Grayson CC,,0,N,Round 14,452241,142,04/25/83,Garrett,Mock,,
51039,51039,0,,,Rocky Cherry,235,1,5,5.77,14,14,JR,0,R,June Amateur Draft,1,6,21,2002,"Cherry, Rocky",0,423,Y,CHC,National League,P,CHC,8/19/1979,38,R,104,4,1,Oklahoma,,0,N,Round 14,457122,112,08/19/79,Rocky,Cherry,,
51050,51050,0,,,Mike Pelfrey,240,1,7,4.68,15,15,JR,13,R,June Amateur Draft,1,6,2,2002,"Pelfrey, Mike",0.104,434,Y,TBR,American League,P,TB,1/14/1984,838,R,103,103,68,"Wichita Heights HS (Augusta, Kan)",,0,N,Round 15,460059,139,01/14/84,Mike,Pelfrey,,
51054,51054,15,,,Kila Ka'aihue,240,1,4,-1,15,15,JR,46,L,June Amateur Draft,,6,6,2002,"Ka'aihue, Kila",0.221,438,Y,KCR,American League,1B,KC,3/29/1984,,R,103,,,"Iolani HS (Kailua, Hawaii)",,1,N,Round 15,451500,118,03/29/84,Kila,Ka'aihue,,
51056,51056,0,,,Jesse Carlson,160,1,0,3.63,15,15,JR,0,L,June Amateur Draft,3,6,8,2002,"Carlson, Jesse",,440,Y,DET,American League,P,DET,12/31/1980,114,L,103,8,8,Connecticut,,0,N,Round 15,434482,116,12/31/80,Jesse,Carlson,,
51058,51058,,,,Sam Narron,200,1,7,13.5,15,15,JR,,L,June Amateur Draft,0,6,10,2002,"Narron, Sam",,442,Y,TEX,American League,P,TEX,7/12/1981,1,L,103,0,0,East Carolina,,,N,Round 15,433897,140,07/12/81,Sam,Narron,,
51067,51067,1,,,Eric Stults,220,1,2,4.24,15,15,JR,12,L,June Amateur Draft,0,6,19,2002,"Stults, Eric",0.166,451,Y,LAD,National League,P,LA,12/9/1979,433,L,104,48,36,Bethel HS (IN),,0,N,Round 15,445590,119,12/09/79,Eric,Stults,,
51075,51075,0,,,Dustin Nippert,225,1,8,5.31,15,15,JR,0,R,June Amateur Draft,0,6,27,2002,"Nippert, Dustin",0.111,459,Y,ARI,National League,P,ARI,5/6/1981,214,R,104,16,14,West Virginia,,0,N,Round 15,430962,109,05/06/81,Dustin,Nippert,,
51076,51076,61,,,Gaby Sanchez,235,1,1,-1,15,15,JR,266,R,June Amateur Draft,,6,28,2002,"Sanchez, Gaby",0.254,460,Y,SEA,American League,C,SEA,9/2/1983,,R,103,,,"Brito Private HS (Miami, FL)",,12,N,Round 15,459991,136,09/02/83,Gaby,Sanchez,,
51085,51085,0,,,Dana Eveland,235,1,1,5.46,16,16,JR,0,L,June Amateur Draft,2,6,7,2002,"Eveland, Dana",0.045,469,Y,MIL,National League,P,MIL,10/29/1983,308,L,104,28,20,Hill College,,0,N,Round 16,445968,158,10/29/83,Dana,Eveland,,
51108,51108,0,,,Brad Thompson,190,1,1,4.46,16,16,JR,2,R,June Amateur Draft,1,6,30,2002,"Thompson, Brad",0.179,492,Y,STL,National League,P,STL,1/31/1982,190,R,104,21,21,Dixie State,,1,N,Round 16,433581,138,01/31/82,Brad,Thompson,,
51109,51109,0,,,Chris Demaria,210,1,3,7.15,17,17,JR,0,S,June Amateur Draft,0,6,1,2002,"Demaria, Chris",,493,Y,PIT,National League,P,PIT,9/28/1980,22,R,104,1,1,Long Beach State,,0,N,Round 17,444518,134,09/28/80,Chris,Demaria,,
51125,51125,0,,,Scott Mathieson,230,1,3,6.75,17,17,JR,0,R,June Amateur Draft,0,6,17,2002,"Mathieson, Scott",0.143,509,Y,PHI,National League,P,PHI,2/27/1984,34,R,104,4,1,"Aldergrove Community SS HS (Aldergrove, Can)",,0,N,Round 17,455949,143,02/27/84,Scott,Mathieson,,
51126,51126,0,,,Brandon McCarthy,225,1,8,4.2,17,17,JR,7,R,June Amateur Draft,0,6,18,2002,"McCarthy, Brandon",0.062,510,Y,CHW,American League,P,CWS,7/7/1983,908,R,103,75,69,Lamar CC,,0,N,Round 17,435221,145,07/07/83,Brandon,McCarthy,,
51127,51127,191,,,Russell Martin,215,1,10,0,17,17,JR,771,R,June Amateur Draft,0,5,19,2002,"Martin, Russell",0.248,511,Y,LAD,National League,3B,LA,2/15/1983,2,R,104,0,0,Chipola Junior College,,101,N,Round 17,431145,119,02/15/83,Russell,Martin,,
51149,51149,0,,,Ross Wolf,190,1,0,5.45,18,18,JR,0,R,June Amateur Draft,0,6,11,2002,"Wolf, Ross",0,533,Y,FLA,National League,P,FLA,10/18/1982,36,R,104,4,1,Wabash Valley College,,0,N,Round 18,448693,146,10/18/82,Ross,Wolf,,
51152,51152,0,,,Jordan De Jong,190,1,0,8,18,18,JR,0,R,June Amateur Draft,0,6,14,2002,"De Jong, Jordan",,536,Y,TOR,American League,P,TOR,4/12/1979,7,R,103,0,0,Cal State Fullerton,,0,N,Round 18,459318,141,04/12/79,Jordan,De,Jong,
51158,51158,0,,,Arturo Lopez,165,1,9,19.29,18,18,JR,0,L,June Amateur Draft,0,5,20,2002,"Lopez, Arturo",,542,Y,MIN,American League,OF,MIN,2/22/1983,0,L,103,0,0,Galveston College,,0,N,Round 18,445995,142,02/22/83,Arturo,Lopez,,
51180,51180,0,,,Kameron Loe,245,1,8,4.49,20,20,JR,0,R,June Amateur Draft,4,6,39,2002,"Loe, Kameron",0.167,592,Y,TEX,American League,P,TEX,9/10/1981,357,R,103,43,34,Cal State Northridge,,0,N,Round 20,434180,140,09/10/81,Kameron,Loe,,
51183,51183,32,,,George Kottaras,200,1,0,-1,20,20,JR,101,L,June Amateur Draft,,6,42,2002,"Kottaras, George",0.215,595,Y,SDP,National League,C,SD,5/10/1983,,R,104,,,Connors State Junior College,,3,N,Round 20,435459,135,05/10/83,George,Kottaras,,
51188,51188,0,,,Boone Logan,215,1,5,4.5,20,20,JR,0,R,June Amateur Draft,3,6,47,2002,"Logan, Boone",,600,Y,CHW,American League,P,CWS,8/13/1984,479,L,103,23,30,"Sandra Day O'Connor HS (Helotes, TX)",,0,N,Round 20,457429,145,08/13/84,Boone,Logan,,
51193,51193,0,,,Chuck James,190,1,0,4.53,20,20,JR,3,L,June Amateur Draft,0,6,52,2002,"James, Chuck",0.082,605,Y,ATL,National League,P,ATL,11/9/1981,242,L,104,19,24,Chattahoochee Valley CC,,0,N,Round 20,460580,144,11/09/81,Chuck,James,,
51196,51196,4,,,Trevor Crowe,190,1,10,-1,20,20,JR,68,S,June Amateur Draft,,5,55,2002,"Crowe, Trevor",0.24,608,Y,OAK,American League,OF,OAK,11/17/1983,,R,103,,,"Westview HS (Portland, OR)",,35,N,Round 20,460067,133,11/17/83,Trevor,Crowe,,
51201,51201,41,,,Chris Denorfia,195,1,0,0,21,21,JR,196,R,June Amateur Draft,0,6,1,2002,"Denorfia, Chris",0.272,555,Y,CIN,National League,OF,CIN,7/15/1980,0,R,104,0,0,Wheaton (MA),,56,N,Round 21,456121,113,07/15/80,Chris,Denorfia,,
51214,51214,22,,,Andy LaRoche,205,1,0,-1,21,21,JR,113,R,June Amateur Draft,,6,71,2002,"LaRoche, Andy",0.226,625,Y,SDP,National League,SS,SD,9/13/1983,,R,104,,,Grayson CC,,8,N,Round 21,451188,135,09/13/83,Andy,LaRoche,,
51226,51226,23,,,Travis Ishikawa,220,1,3,-1,21,21,JR,137,L,June Amateur Draft,,6,83,2002,"Ishikawa, Travis",0.255,637,Y,SFG,National League,1B,SF,9/24/1983,,L,104,,,Federal Way HS (Wash),,3,N,Round 21,448170,137,09/24/83,Travis,Ishikawa,,
51253,51253,21,,,Taylor Teagarden,210,1,0,-1,22,22,JR,70,R,June Amateur Draft,,6,108,2002,"Teagarden, Taylor",0.202,663,Y,CHC,National League,C,CHC,12/21/1983,,R,104,,,"Creekview HS (Carrollton, TX)",,0,N,Round 22,460003,112,12/21/83,Taylor,Teagarden,,
51265,51265,104,,,Jacoby Ellsbury,195,1,1,-1,23,23,JR,512,L,June Amateur Draft,,6,118,2002,"Ellsbury, Jacoby",0.284,674,Y,TBR,American League,OF,TB,9/11/1983,,L,103,,,Madras HS (OR),,343,N,Round 23,453056,139,09/11/83,Jacoby,Ellsbury,,
51266,51266,189,,,Nick Markakis,210,1,1,-1,23,23,JR,1046,L,June Amateur Draft,,6,119,2002,"Markakis, Nick",0.288,675,Y,CIN,National League,OF,CIN,11/17/1983,,L,104,,,Young Harris College,,66,N,Round 23,455976,113,11/17/83,Nick,Markakis,,
51287,51287,0,,,Eric Hacker,230,1,1,4,23,23,JR,0,S,June Amateur Draft,0,6,140,2002,"Hacker, Eric",0,696,Y,NYY,American League,P,NYY,3/26/1983,11,R,103,1,0,Duncanville HS (TX),,0,N,Round 23,459345,147,03/26/83,Eric,Hacker,,
51291,51291,20,,,Travis Buck,230,1,2,-1,23,23,JR,95,L,June Amateur Draft,,6,144,2002,"Buck, Travis",0.243,700,Y,SEA,American League,OF,SEA,11/18/1983,,R,103,,,"Richland HS (West Richland, WA)",,8,N,Round 23,459941,136,11/18/83,Travis,Buck,,
51318,51318,0,,,Dane De La Rosa,245,1,7,4.24,24,24,JR,0,R,June Amateur Draft,2,6,169,2002,"De La Rosa, Dane",,726,Y,NYY,American League,P,NYY,2/1/1983,78,R,103,1,6,Riverside City College,,0,N,Round 24,451773,147,02/01/83,Dane,De,La,Rosa
51343,51343,0,,,Jay Marshall,205,1,5,7.66,25,25,JR,0,L,June Amateur Draft,0,6,192,2002,"Marshall, Jay",,750,Y,CHW,American League,P,CWS,2/25/1983,19,L,103,4,1,"Jefferson CC, MO",,0,N,Round 25,457444,145,02/25/83,Jay,Marshall,,
51355,51355,0,,,Kyle McClellan,215,1,2,3.79,25,25,JR,4,R,June Amateur Draft,6,6,204,2002,"McClellan, Kyle",0.13,762,Y,STL,National League,P,STL,6/12/1984,260,R,104,24,19,"Hazelwood West HS (Florissant, Mo)",,0,N,Round 25,449072,138,06/12/84,Kyle,McClellan,,
51363,51363,0,,,Craig Breslow,190,1,0,3.45,26,26,JR,0,L,June Amateur Draft,8,6,210,2002,"Breslow, Craig",0,769,Y,MIL,National League,P,MIL,8/8/1980,442,L,104,30,23,Yale,2002-06-06T00:00:00,0,Y,Round 26,444520,158,08/08/80,Craig,Breslow,,
51370,51370,0,,,Dewon Day,220,1,2,11.25,26,26,JR,0,R,June Amateur Draft,0,6,217,2002,"Day, Dewon",,776,Y,TOR,American League,P,TOR,9/29/1980,7,R,103,1,0,Southern,,0,N,Round 26,457440,141,09/29/80,Dewon,Day,,
51380,51380,0,,,Phil Coke,210,1,1,4.19,26,26,JR,0,L,June Amateur Draft,8,6,227,2002,"Coke, Phil",0,786,Y,NYY,American League,P,NYY,7/19/1982,323,L,103,27,22,San Joaquin Delta CC,,0,N,Round 26,457435,147,07/19/82,Phil,Coke,,
51389,51389,,,,Brandon Mann,200,1,2,5.4,27,27,JR,,L,June Amateur Draft,0,6,234,2002,"Mann, Brandon",,794,Y,TBR,American League,P,TB,5/16/1984,3,L,103,0,0,"Mt Rainier HS (Des Moines, WA)",2002-07-07T00:00:00,,Y,Round 27,448167,139,05/16/84,Brandon,Mann,,
51391,51391,0,,,Antoan Richardson,165,1,8,-1,27,27,JR,1,S,June Amateur Draft,,5,236,2002,"Richardson, Antoan",0.35,796,Y,BAL,American League,OF,BAL,10/8/1983,,R,103,,,Palm Beach College,,6,N,Round 27,460322,110,10/08/83,Antoan,Richardson,,
51436,51436,0,,,Hector Ambriz,235,1,2,5.35,28,28,JR,0,L,June Amateur Draft,2,6,279,2002,"Ambriz, Hector",,840,Y,CHW,American League,P,CWS,5/24/1984,87,R,103,7,3,"Valencia HS (Placentia, CA)",,0,N,Round 28,459932,145,05/24/84,Hector,Ambriz,,
51437,51437,,,,Robert Ray,205,1,3,4.18,28,28,JR,,R,June Amateur Draft,0,6,280,2002,"Ray, Robert",,841,Y,LAD,National League,P,LA,1/21/1984,16,R,104,2,1,Lufkin HS (TX),,,N,Round 28,459988,119,01/21/84,Robert,Ray,,
51463,51463,31,,,Erik Kratz,250,1,4,5.14,29,29,JR,105,R,June Amateur Draft,0,6,304,2002,"Kratz, Erik",0.209,866,Y,TOR,American League,C,TOR,6/15/1980,3,R,103,0,0,Eastern Mennonite,,1,N,Round 29,456124,141,06/15/80,Erik,Kratz,,
51474,51474,0,,,Alex Hinshaw,175,1,2,5.11,29,29,JR,0,L,June Amateur Draft,0,6,315,2002,"Hinshaw, Alex",0,877,Y,SFG,National League,P,SF,10/31/1982,85,L,104,2,3,Chaffey College,,0,N,Round 29,450527,137,10/31/82,Alex,Hinshaw,,
51495,51495,1,,,Chris Robinson,220,1,0,-1,30,30,JR,3,R,June Amateur Draft,,6,334,2002,"Robinson, Chris",0.167,897,Y,NYM,National League,C,NYM,5/12/1984,,R,104,,,"Lord Dorchester SS HS (Dorchester, Can)",,0,N,Round 30,460101,121,05/12/84,Chris,Robinson,,
51508,51508,1,,,T.J. Bohn,200,1,5,-1,30,30,JR,5,R,June Amateur Draft,,6,347,2002,"Bohn, T.J.",0.211,910,Y,SEA,American League,OF,SEA,1/17/1980,,R,103,,,Bellevue College,,0,N,Round 30,454533,136,01/17/80,T.J.,Bohn,,
51524,51524,0,,,Jared Wells,200,1,4,8.64,31,31,JR,0,R,June Amateur Draft,0,6,361,2002,"Wells, Jared",,925,Y,SDP,National League,P,SD,10/31/1981,5,R,104,0,0,Tyler Junior College,,0,N,Round 31,457437,135,10/31/81,Jared,Wells,,
51536,51536,0,,,Matt Palmer,235,1,2,4.56,31,31,JR,0,R,June Amateur Draft,0,6,373,2002,"Palmer, Matt",0.2,937,Y,SFG,National League,P,SF,3/21/1979,98,R,104,7,13,Southwest Missouri State University,,0,N,Round 31,461212,137,03/21/79,Matt,Palmer,,
51537,51537,0,,,Brad Ziegler,220,1,4,2.75,31,31,JR,0,R,June Amateur Draft,105,6,374,2002,"Ziegler, Brad",0.143,938,Y,OAK,American League,P,OAK,10/10/1979,479,R,103,38,37,Southwest Missouri State University,,0,N,Round 31,446899,133,10/10/79,Brad,Ziegler,,
51568,51568,11,,,J.R. Towles,200,1,2,-1,32,32,JR,50,R,June Amateur Draft,,6,403,2002,"Towles, J.R.",0.187,968,Y,OAK,American League,C,OAK,2/11/1984,,R,103,,,Crosby HS (TX),,0,N,Round 32,453525,133,02/11/84,J.R.,Towles,,
51572,51572,0,,,Sean Kazmar Jr.,185,1,10,-1,32,32,JR,2,R,June Amateur Draft,,5,407,2002,"Kazmar Jr., Sean",0.195,972,Y,STL,National League,SS,STL,8/5/1984,,R,104,,,Las Vegas HS (Las Vegas),,0,N,Round 32,453527,138,08/05/84,Sean,Kazmar,Jr.,
51574,51574,12,,,Nyjer Morgan,180,1,10,-1,33,33,JR,136,L,June Amateur Draft,,5,407,2002,"Morgan, Nyjer",0.282,973,Y,PIT,National League,OF,PIT,7/2/1980,,L,104,,,Walla Walla CC,,120,N,Round 33,460579,134,07/02/80,Nyjer,Morgan,,
51579,51579,0,,,Cesar Carrillo,170,1,3,13.06,33,33,JR,0,R,June Amateur Draft,0,6,412,2002,"Carrillo, Cesar",0,978,Y,KCR,American League,P,KC,4/29/1984,4,R,103,2,1,"Mount Carmel HS (Hammond, IN)",,0,N,Round 33,460044,118,04/29/84,Cesar,Carrillo,,
51591,51591,0,,,Tony Sipp,190,1,0,3.72,33,33,JR,0,L,June Amateur Draft,7,6,424,2002,"Sipp, Tony",0,990,Y,CHW,American League,P,CWS,7/12/1983,531,L,103,22,26,Okaloosa-Walton Community College,,0,N,Round 33,448609,145,07/12/83,Tony,Sipp,,
51595,51595,0,,,Jensen Lewis,240,1,3,3.68,33,33,JR,0,R,June Amateur Draft,14,6,428,2002,"Lewis, Jensen",0,994,Y,CLE,American League,P,CLE,5/16/1984,177,R,103,11,7,Anderson HS (Cincinnati),,0,N,Round 33,460029,114,05/16/84,Jensen,Lewis,,
51611,51611,0,,,Tim Dillard,215,1,5,4.7,34,34,JR,0,R,June Amateur Draft,0,6,442,2002,"Dillard, Tim",0.5,1009,Y,MIL,National League,C,MIL,7/19/1983,62,R,104,4,1,Itawamba CC,2003-05-27T00:00:00,0,Y,Round 34,457422,158,07/19/83,Tim,Dillard,,
51613,51613,0,,,Ryan Mattheus,220,1,3,3.72,34,34,JR,0,R,June Amateur Draft,0,6,444,2002,"Mattheus, Ryan",0,1011,Y,COL,National League,P,COL,11/10/1983,116,R,104,11,9,Galt HS (CA),,0,N,Round 34,458919,115,11/10/83,Ryan,Mattheus,,
51623,51623,0,,,Doug Mathis,230,1,3,4.84,34,34,JR,0,L,June Amateur Draft,1,6,454,2002,"Mathis, Doug",,1021,Y,LAD,National League,P,LA,6/7/1983,44,R,104,3,3,Show Low HS (Ariz),,0,N,Round 34,450545,119,06/07/83,Doug,Mathis,,
51634,51634,3,,,Mike McCoy,180,1,9,0,34,34,JR,20,R,June Amateur Draft,0,5,465,2002,"McCoy, Mike",0.19,1032,Y,STL,National League,SS,STL,4/2/1981,0,R,104,0,0,San Diego,,21,N,Round 34,453454,138,04/02/81,Mike,McCoy,,
51635,51635,0,,,Bobby Korecky,185,1,11,7.39,35,35,JR,0,R,June Amateur Draft,0,5,1,2002,"Korecky, Bobby",1,569,Y,PHI,National League,P,PHI,9/16/1979,11,R,104,0,2,Texas - San Antonio,,0,N,Round 35,445090,143,09/16/79,Bobby,Korecky,,
51640,51640,0,,,Sean White,210,1,4,4.16,35,35,JR,0,R,June Amateur Draft,1,6,469,2002,"White, Sean",,1037,Y,MON,National League,P,MON,4/25/1981,59,R,104,4,4,Washington,,0,N,Round 35,457461,120,04/25/81,Sean,White,,
51648,51648,3,,,Drew Macias,175,1,3,-1,35,35,JR,12,L,June Amateur Draft,,6,477,2002,"Macias, Drew",0.198,1045,Y,SDP,National League,OF,SD,3/7/1983,,L,104,,,Chaffey College,,0,N,Round 35,445928,135,03/07/83,Drew,Macias,,
51713,51713,0,,,Ricky Romero,210,1,1,4.16,37,37,JR,2,R,June Amateur Draft,0,6,538,2002,"Romero, Ricky",0.095,1108,Y,BOS,American League,P,BOS,11/6/1984,622,L,103,45,51,Theodore Roosevelt HS (Los Angeles),,0,N,Round 37,460069,111,11/06/84,Ricky,Romero,,
51737,51737,4,,,Drew Sutton,200,1,3,-1,38,38,JR,37,S,June Amateur Draft,,6,560,2002,"Sutton, Drew",0.256,1131,Y,COL,National League,SS,COL,6/30/1983,,R,104,,,Texarkana College,,0,N,Round 38,450300,115,06/30/83,Drew,Sutton,,
51749,51749,0,,,Randy Wells,230,1,5,4.08,38,38,JR,6,R,June Amateur Draft,0,6,572,2002,"Wells, Randy",0.171,1143,Y,CHC,National League,C,CHC,8/28/1982,345,R,104,32,28,Southwestern Illinois College,,0,N,Round 38,448694,112,08/28/82,Randy,Wells,,
51778,51778,0,,,Luke Hochevar,225,1,5,4.98,39,39,JR,0,R,June Amateur Draft,3,6,599,2002,"Hochevar, Luke",0.063,1171,Y,LAD,National League,P,LA,9/15/1983,702,R,104,65,46,Fowler HS (CO),,0,N,Round 39,460024,119,09/15/83,Luke,Hochevar,,
