,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF,Debut Year
7859,hernd002,Hernandez,David Jose,David,5/13/1985,Sacramento,California,USA,5/28/2009,8/8/2019,,,,,,,,,,,R,R,3-Jun,215,,,,,,,,,NOT,2009
7860,hernd003,Herndon,Kenneth David,David,9/4/1985,Panama City,Florida,USA,4/5/2010,4/29/2012,,,,,,,,,,,R,R,5-Jun,230,,,,,,,,,NOT,2010
7861,hernd004,Hernandez,Darwinzon David,Darwinzon,12/17/1996,Ciudad Bolivar,Bolivar,Venezuela,4/23/2019,9/27/2020,,,,,,,,,,,L,L,2-Jun,245,,,,,,,,,,2019
7862,herne001,Hernandez,Enrique J.,Enrique,8/24/1991,San Juan,,Puerto Rico,7/1/2014,10/27/2020,,,,,,,,,,,R,R,11-May,170,,,,,,,,,NOT,2014
7863,herne002,Hernandez,Elieser Alexis,Elieser,5/3/1995,Ocumare del Tuy,Miranda,Venezuela,5/10/2018,9/1/2020,,,,,,,,,,,R,R,Jun-00,210,,,,,,,,,NOT,2018
7864,herne101,Hernandez,Gregorio Evelio (Lopez),Evelio,12/24/1930,Guanabacoa,,Cuba,9/12/1956,6/23/1957,,,,,,,12/18/2015,Miami,Florida,USA,R,R,1-Jun,195,Miami Memorial Park,Miami,Florida,USA,,,,,NOT,1956
7865,herne102,Hernandez,Enzo Octavio,Enzo,2/12/1949,Valle de Guanape,Anzoategui,Venezuela,4/17/1971,8/19/1978,,,,,,,1/13/2013,El Tigre,Anzoategui,Venezuela,R,R,8-May,155,Jardines de Guanipa,El Tigre,Anzoategui,Venezuela,,,,,NOT,1971
7866,hernf001,Hernandez,Fernando,Fernando,6/16/1971,Santiago,Santiago,Dominican Republic,4/3/1997,4/5/1997,,,,,,,,,,,R,R,2-Jun,185,,,,,,,,,NOT,1997
7867,hernf002,Hernandez,Felix Abraham (Garcia),Felix,4/8/1986,Valencia,Carabobo,Venezuela,8/4/2005,9/26/2019,,,,,,,,,,,R,R,3-Jun,225,,,,,,,,,NOT,2005
7868,hernf003,Hernandez,Fernando,Fernando,7/31/1984,Miami,Florida,USA,4/9/2008,4/13/2008,,,,,,,,,,,R,R,11-May,190,,,,,,,,,NOT,2008
7869,herng001,Hernandez,Gorkys Gustavo (Lugo),Gorkys,9/7/1987,Guiria,Sucre,Venezuela,5/21/2012,9/29/2019,,,,,,,,,,,R,R,Jun-00,190,,,,,,,,,NOT,2012
7870,hernj001,Hernandez,Jose Antonio (Figueroa),Jose,7/14/1969,Rio Piedras,,Puerto Rico,8/9/1991,10/1/2006,,,43553,44503,,,,,,,R,R,1-Jun,180,,,,,,,,,NOT,1991
7871,hernj002,Hernandez,Jeremy Stuart,Jeremy,7/6/1966,Burbank,California,USA,9/2/1991,9/27/1995,,,,,,,,,,,R,R,5-Jun,195,,,,,,,,,NOT,1991
7872,hernj003,Herndon,Harry Francis,Junior,9/11/1978,Liberal,Kansas,USA,8/2/2001,10/6/2001,,,,,,,,,,,R,R,1-Jun,190,,,,,,,,,NOT,2001
7873,hernj004,Hernandez,Jonathan,Jonathan,7/6/1996,Memphis,Tennessee,USA,8/21/2019,9/27/2020,,,,,,,,,,,R,R,2-Jun,175,,,,,,,,,,2019
7874,hernj101,Hernaiz,Jesus Rafael (Rodriguez),Jesus,1/8/1945,Santurce,,Puerto Rico,6/14/1974,9/13/1974,,,,,,,,,,,R,R,2-Jun,175,,,,,,,,,NOT,1974
7875,hernj102,Hernandez,Jacinto (Zulueta),Jackie,9/11/1940,Central Tinguaro,,Cuba,9/14/1965,10/1/1973,,,,,,,,,,,R,R,11-May,165,,,,,,,,,NOT,1965
7876,hernk001,Hernandez,Keith,Keith,10/20/1953,San Francisco,California,USA,8/30/1974,7/24/1990,,,,,,,,,,,L,L,Jun-00,180,,,,,,,,,NOT,1974
7877,hernl001,Herndon,Larry Darnell,Larry,11/3/1953,Sunflower,Mississippi,USA,9/4/1974,10/2/1988,,,33700,36006,,,,,,,R,R,3-Jun,190,,,,,,,,,NOT,1974
7878,hernl002,Hernandez,Leonardo Jesus,Leo,11/6/1959,Santa Lucia,Miranda,Venezuela,9/19/1982,10/2/1986,,,,,,,,,,,R,R,11-May,170,,,,,,Leonardo Jesus Antiah (Hernandez),,,NOT,1982
7879,hernl003,Hernandez,Eisler Livan,Livan,2/20/1975,Villa Clara,,Cuba,9/24/1996,9/29/2012,,,,,,,,,,,R,R,2-Jun,220,,,,,,,,,NOT,1996
7880,hernl004,Hernandez,Luis Armando (Mendoza),Luis,6/26/1984,Quibor,Lara,Venezuela,7/8/2007,8/26/2012,,,,,,,,,,,B,R,10-May,180,,,,,,,,,NOT,2007
7881,hernm001,Hernandez,Manuel Antonio (Montas),Manny,5/7/1961,La Romana,La Romana,Dominican Republic,6/5/1986,9/16/1989,,,,,,,,,,,R,R,Jun-00,150,,,,,,,,,NOT,1986
7882,hernm002,Hernandez,Michel,Michel,8/12/1978,Havana,,Cuba,9/6/2003,8/5/2009,,,,,,,,,,,R,R,Jun-00,210,,,,,,,,,NOT,2003
7883,hernm003,Hernandez,Marco Antonio,Marco,9/6/1992,Santiago,Santiago,Dominican Republic,4/17/2016,9/29/2019,,,,,,,,,,,L,R,Jun-00,200,,,,,,,,,NOT,2016
7884,herno001,Hernandez,Orlando P.,Orlando,10/11/1965,Villa Clara,,Cuba,6/3/1998,9/30/2007,,,,,,,,,,,R,R,2-Jun,210,,,,,,,,,NOT,1998
7885,herno002,Hernandez,Oscar Eduardo (Rios),Oscar,7/9/1993,Punto Fijo,Falcon,Venezuela,7/12/2015,8/1/2020,,,,,,,,,,,R,R,1-Jun,220,,,,,,,,,NOT,2015
7886,hernp001,Hernandez,Pedro Michel,Pedro,4/12/1989,Barquisimeto,Lara,Venezuela,7/18/2012,7/31/2014,,,,,,,,,,,L,L,10-May,200,,,,,,,,,NOT,2012
7887,hernp101,Hernandez,Pedro Julio Montas,Pedro,4/4/1959,La Romana,La Romana,Dominican Republic,9/8/1979,7/11/1982,,,,,,,,,,,R,R,1-Jun,160,,,,,,Pedro Julio Montas (Hernandez),,,NOT,1979
7888,hernr001,Hernandez,Roberto Manuel (Rodriguez),Roberto,11/11/1964,Santurce,,Puerto Rico,9/2/1991,9/25/2007,,,,,,,,,,,R,R,4-Jun,220,,,,,,,,,NOT,1991
7889,hernr002,Hernandez,Ramon Jose (Marin),Ramon,5/20/1976,Caracas,Distrito Federal,Venezuela,6/29/1999,6/12/2013,,,,,,,,,,,R,R,Jun-00,203,,,,,,,,,NOT,1999
7890,hernr003,Hernandez,Runelvys Antonio,Runelvys,4/27/1978,Santo Domingo,Distrito Nacional,Dominican Republic,7/15/2002,7/21/2008,,,,,,,,,,,R,R,3-Jun,185,,,,,,,,,NOT,2002
7891,hernr101,Hernandez,Rudolph Albert (Fuentes),Rudy,12/10/1931,Santiago,Santiago,Dominican Republic,7/3/1960,5/4/1961,,,,,,,,,,,R,R,3-Jun,185,,,,,,,,,NOT,1960
7892,hernr102,Hernandez,Ramon (Gonzalez),Ramon,8/31/1940,Carolina,,Puerto Rico,4/11/1967,7/27/1977,,,,,,,2/4/2009,Carolina,,Puerto Rico,B,L,11-May,165,,,,,,,,,NOT,1967
7893,hernr103,Hernandez,Rodolfo (Acosta),Rudy,10/18/1951,Empalme,Sonora,Mexico,9/6/1972,10/4/1972,,,,,,,,,,,R,R,9-May,150,,,,,,,,,NOT,1972
7894,hernt001,Hernandez,Tobias Rafael (Alvarado),Toby,11/30/1958,Calabozo,Guarico,Venezuela,6/22/1984,9/18/1984,,,,,,,,,,,R,R,1-Jun,160,,,,,,,,,NOT,1984
7895,hernt002,Hernandez,Teoscar Jose,Teoscar,10/15/1992,Cotui,Sanchez Ramirez,Dominican Republic,8/12/2016,9/30/2020,,,,,,,,,,,R,R,2-Jun,180,,,,,,,,,NOT,2016
7896,hernt101,Hernon,Thomas H.,Tom,11/04/1866,East Bridgewater,Massachusetts,USA,09/13/1897,09/15/1897,,,,,,,2/4/1902,New Bedford,Massachusetts,USA,R,R,5-07.5,156,St. Mary's Cemetery,New Bedford,Massachusetts,USA,,,,,NOT,1897
7897,hernw001,Hernandez,Guillermo (Villanueva),Guillermo,11/14/1954,Aguada,,Puerto Rico,4/9/1977,8/18/1989,,,,,,,,,,,L,L,3-Jun,180,,,,,,,,,NOT,1977
7898,hernx001,Hernandez,Francis Xavier,Xavier,8/16/1965,Port Arthur,Texas,USA,6/4/1989,9/26/1998,,,,,,,,,,,L,R,2-Jun,185,,,,,,,,,NOT,1989
7899,herny001,Hernandez,Yoel Alejandro,Yoel,4/15/1980,Ciudad Bolivar,Bolivar,Venezuela,5/5/2007,8/19/2007,,,,,,,,,,,R,R,2-Jun,210,,,,,,,,,NOT,2007
7900,herny002,Hernandez,Yadiel,Yadiel,10/9/1987,Matanzas,Matanzas,Cuba,9/10/2020,9/27/2020,,,,,,,,,,,L,R,9-May,185,,,,,,,,,,2020
7901,herra001,Herrera,Alexander Jose,Alex,11/5/1979,Maracaibo,Zulia,Venezuela,9/13/2002,7/20/2003,,,,,,,,,,,L,L,11-May,175,,,,,,,,,NOT,2002
7902,herra101,Herring,Arthur L.,Art,3/10/1906,Altus,Oklahoma,USA,9/12/1929,6/15/1947,,,,,,,12/2/1995,Marion,Indiana,USA,R,R,7-May,168,Grant Memorial Park,Marion,Indiana,USA,,,,,NOT,1929
7903,herrb101,Herring,William Francis,Bill,10/31/1893,New York,New York,USA,6/26/1915,6/30/1915,,,,,,,9/10/1962,Honesdale,Pennsylvania,USA,R,R,3-Jun,185,Pine Grove Cemetery,South Sterling,Pennsylvania,USA,,,,,NOT,1915
7904,herrb102,Herrera,Procopio (Rodriguez),Bobby,7/26/1926,Nuevo Laredo,Tamaulipas,Mexico,4/19/1951,5/5/1951,,,,,,,8/23/2007,Atizapan de Zaragoza,Mexico,Mexico,R,R,Jun-00,184,Cremated,,,,,,,,NOT,1951
7905,herrc001,Herrmann,Christopher Ryan,Chris,11/24/1987,Tomball,Texas,USA,9/16/2012,9/9/2019,,,,,,,,,,,L,R,Jun-00,200,,,,,,,,,NOT,2012
7906,herrd001,Herrera,Daniel Ray,Danny,10/21/1984,Odessa,Texas,USA,6/3/2008,9/27/2011,,,,,,,,,,,L,L,6-May,165,,,,,,,,,NOT,2008
7907,herrd002,Herrera,Dilson Jose (Garcia),Dilson,3/3/1994,Cartagena,Bolivar,Colombia,8/29/2014,9/4/2020,,,,,,,,,,,R,R,10-May,210,,,,,,,,,NOT,2014
7908,herre001,Herrera,Elian (Ramirez),Elian,2/1/1985,San Pedro de Macoris,Macoris,Dominican Republic,5/15/2012,9/19/2015,,,,,,,,,,,B,R,10-May,190,,,,,,,,,NOT,2012
7909,herre101,Herr,Joseph,Joseph,03/04/1865,St. Louis,Missouri,USA,04/16/1887,06/25/1890,,,,,08/11/1888,10/14/1888,8/1/1936,St. Louis,Missouri,USA,R,R,5-09.5,179,Hillcrest Abbey Crematory and Mausoleum,St. Louis,Missouri,USA,"Cremated, not in cemetery records as either buried or cremated",,,,NOT,1887
7910,herre102,Herrmann,Edward Martin,Ed,8/27/1946,San Diego,California,USA,9/1/1967,9/15/1978,,,,,,,12/22/2013,Poway,California,USA,L,R,1-Jun,195,,,,,"Cremated, ashes given to family",,,,NOT,1967
7911,herrf001,Herrmann,Frank Joseph,Frank,5/30/1984,Rutherford,New Jersey,USA,6/4/2010,10/1/2016,,,,,,,,,,,L,R,4-Jun,220,,,,,,,,,NOT,2010
7912,herrh101,Herring,Herbert Lee,Herb,07/22/1891,Danville,Arkansas,USA,9/4/1912,9/4/1912,,,,,,,4/22/1964,Tucson,Arizona,USA,R,R,11-May,178,Holy Hope Cemetery,Tucson,Arizona,USA,,,,,NOT,1912
7913,herrj001,Herrera,Jose Ramon (Catalino),Jose,8/30/1972,Santo Domingo,Distrito Nacional,Dominican Republic,8/12/1995,9/29/1996,,,,,,,,,,,L,L,Jun-00,165,,,,,,,,,NOT,1995
7914,herrj002,Herrera,Jonathan Alejandro,Jonathan,11/3/1984,Maracaibo,Zulia,Venezuela,4/30/2008,9/9/2015,,,,,,,,,,,B,R,9-May,150,,,,,,,,,NOT,2008
7915,herrj101,Herrnstein,John Ellett,John,3/31/1938,Hampton,Virginia,USA,9/15/1962,7/7/1966,,,,,,,10/3/2017,Chillicothe,Ohio,USA,L,L,3-Jun,215,,,,,,,,,NOT,1962
7916,herrj102,Herrera,Jose Concepcion (Ontiveros),Jose,4/8/1942,San Lorenzo,Zulia,Venezuela,6/3/1967,4/6/1970,,,,,,,10/16/2009,Lagunillas,Zulia,Venezuela,R,R,8-May,165,,,,,,,,,NOT,1967
7917,herrk001,Herrera,Kelvin DeJesus (Mercado),Kelvin,12/31/1989,Tenares,Hermanas Mirabal,Dominican Republic,9/21/2011,7/26/2020,,,,,,,,,,,R,R,10-May,190,,,,,,,,,NOT,2011
7918,herrl101,Herrmann,Leroy George,Leroy,2/27/1906,Steward,Illinois,USA,7/30/1932,9/17/1935,,,,,,,7/3/1972,Livermore,California,USA,R,R,10-May,185,San Joaquin Cemetery,Stockton,California,USA,,,,,NOT,1932
7919,herrl102,Herring,Silas Clarke,Lefty,03/04/1880,Philadelphia,Pennsylvania,USA,05/16/1899,9/3/1904,,,,,,,2/11/1965,Massapequa,New York,USA,L,L,11-May,160,Woodlands Cemetery,Philadelphia,Pennsylvania,USA,,,,,NOT,1899
7920,herrm101,Herrera,Ramon,Mike,12/19/1897,Havana,,Cuba,9/22/1925,9/22/1926,,,,,,,2/3/1978,Havana,,Cuba,R,R,6-May,147,Christopher Columbus Cemetery,Havana,,Cuba,,,,,NOT,1925
7921,herrm102,Herrmann,Martin John,Marty,01/10/1893,Oldenburg,Indiana,USA,7/10/1918,7/10/1918,,,,,,,9/11/1956,Cincinnati,Ohio,USA,L,L,10-May,150,St. Mary Cemetery,Cincinnati,Ohio,USA,,,,,NOT,1918
7922,herro001,Herrera,David Odubel,Odubel,12/29/1991,San Jose,Zulia,Venezuela,4/6/2015,5/26/2019,,,,,,,,,,,L,R,11-May,200,,,,,,,,,NOT,2015
7923,herrp101,Herrera,Juan Francisco (Villavicencio),Pancho,6/16/1934,Santiago de Las Vegas,,Cuba,4/15/1958,10/1/1961,,,,,,,4/28/2005,Miami,Florida,USA,R,R,3-Jun,220,Dade Memorial Park South,Miami,Florida,USA,,,,,NOT,1958
7924,herrr001,Herrera,Ronald Jose,Ronald,5/3/1995,Maracay,Aragua,Venezuela,6/14/2017,6/29/2017,,,,,,,,,,,R,R,11-May,185,,,,,,,,,NOT,2017
7925,herrr002,Herrera,Rosell Amado,Rosell,10/16/1992,Santo Domingo,Distrito Nacional,Dominican Republic,4/26/2018,6/18/2019,,,,,,,,,,,B,R,3-Jun,195,,,,,,,,,NOT,2018
7926,herrr101,Herrscher,Richard Franklin,Rick,11/3/1936,St. Louis,Missouri,USA,8/1/1962,9/26/1962,,,,,,,,,,,R,R,6-02.5,187,,,,,,,,,NOT,1962
7927,herrt001,Herr,Thomas Mitchell,Tom,4/4/1956,Lancaster,Pennsylvania,USA,8/13/1979,10/4/1991,,,,,,,,,,,B,R,Jun-00,175,,,,,,,,,NOT,1979
7928,herrt101,Herrin,Thomas Edward,Tom,9/12/1929,Shreveport,Louisiana,USA,4/13/1954,6/20/1954,,,,,,,11/29/1999,Homer,Louisiana,USA,R,R,3-Jun,190,Old Town Cemetery,Haynesville,Louisiana,USA,,,,,NOT,1954
7929,herrt102,Herriage,William Troy,Troy,12/20/1930,Tipton,Oklahoma,USA,4/25/1956,9/26/1956,,,,,,,1/21/2012,Atlanta,Georgia,USA,R,R,1-Jun,170,,,,,,,,,NOT,1956
7930,herrw101,Herrell,Walter William,Walt,02/19/1889,Rockville,Maryland,USA,6/10/1911,6/10/1911,,,,,,,1/23/1949,Front Royal,Virginia,USA,,R,5-10.5,,Cedar Hill Cemetery,Suitland,Maryland,USA,Buried under the name Walter Harrell,,,,NOT,1911
7931,herry001,Herrera,Yoslan (Betancourt),Yoslan,4/28/1981,Pinar del Rio,,Cuba,7/12/2008,9/28/2014,,,,,,,,,,,R,R,2-Jun,200,,,,,,,,,NOT,2008
7932,herse101,Hersh,Earl Walter,Earl,5/21/1932,Ebbvale,Maryland,USA,9/4/1956,9/22/1956,,,,,,,3/18/2013,Hanover,Pennsylvania,USA,L,L,Jun-00,205,Body donated to Humanity Gifts Registry,,,,,,,,NOT,1956
7933,hersf101,Hershey,Frank,Frank,12/13/1877,Gorham,New York,USA,4/20/1905,4/20/1905,,,,,,,12/15/1949,Canandaigua,New York,USA,,R,10-May,175,Gorham Cemetery,Gorham,New York,USA,,,,,NOT,1905
7934,hersm101,Hershberger,Norman Michael,Mike,10/9/1939,Massillon,Ohio,USA,9/5/1961,9/17/1971,,,,,,,7/1/2012,Massillon,Ohio,USA,R,R,10-May,175,Sunset Hills Cemetery,Canton,Ohio,USA,,,,,NOT,1961
7935,herso001,Hershiser,Orel Leonard,Orel,9/16/1958,Buffalo,New York,USA,9/1/1983,6/26/2000,,,37347,38627,,,,,,,R,R,3-Jun,190,,,,,,,,,NOT,1983
7936,hersw101,Hershberger,Willard McKee,Willard,5/28/1910,Lemoncove,California,USA,4/19/1938,8/2/1940,,,,,,,8/3/1940,Boston,Massachusetts,USA,R,R,5-10.5,167,Visalia Cemetery,Visalia,California,USA,,,,,NOT,1938
7937,hertn101,Hertweck,Neal Charles,Neal,11/22/1931,St. Louis,Missouri,USA,9/27/1952,9/28/1952,,,,,,,,,,,L,L,6-01.5,175,,,,,,,,,NOT,1952
7938,herts101,Hertz,Stephen Allan,Steve,2/26/1945,Wright Patterson AFB,Ohio,USA,4/21/1964,6/7/1964,,,,,,,,,,,R,R,1-Jun,195,,,,,,,,,NOT,1964
7939,herzb101,Herzog,Charles Lincoln,Buck,07/09/1885,Baltimore,Maryland,USA,4/17/1908,9/9/1920,4/14/1914,7/18/1916,,,,,9/4/1953,Baltimore,Maryland,USA,R,R,11-May,160,Denton Cemetery,Denton,Maryland,USA,,,,,NOT,1908
7940,herzw101,Herzog,Dorrel Norman Elvert,Whitey,11/9/1931,New Athens,Illinois,USA,4/17/1956,9/28/1963,4/7/1973,7/5/1990,23844,27599,,,,,,,L,L,11-May,182,,,,,,,,,HOF,1956
7941,heskj001,Hesketh,Joseph Thomas,Joe,2/15/1959,Lackawanna,New York,USA,8/7/1984,8/7/1994,,,,,,,,,,,L,L,2-Jun,170,,,,,,,,,NOT,1984
7942,hessd001,Hess,David James,David,7/10/1993,Tullahoma,Tennessee,USA,5/12/2018,8/13/2020,,,,,,,,,,,R,R,2-Jun,180,,,,,,,,,NOT,2018
7943,hessg101,Hesselbacher,George Edward,George,01/18/1895,Philadelphia,Pennsylvania,USA,6/29/1916,7/19/1916,,,,,,,2/18/1980,Rydal,Pennsylvania,USA,R,R,2-Jun,175,Northwood Cemetery,Philadelphia,Pennsylvania,USA,,,,,NOT,1916
7944,hessk001,Hessler,Keith,Keith,3/15/1989,Washington,D.C.,USA,8/8/2015,9/30/2016,,,,,,,,,,,L,L,4-Jun,215,,,,,,,,,NOT,2015
7945,hessm001,Hessman,Michael Steven,Mike,3/5/1978,Fountain Valley,California,USA,8/22/2003,10/3/2010,,,,,,,,,,,R,R,5-Jun,210,,,,,,,,,NOT,2003
7946,hesso101,Hess,Otto C.,Otto,10/10/1878,Berne,,Switzerland,8/3/1902,6/13/1915,,,,,,,2/25/1926,Tucson,Arizona,USA,L,L,1-Jun,170,Fairview Park Cemetery,Fairview Park,Ohio,USA,,,,,NOT,1902
7947,hesst101,Hess,Thomas Joseph,Tom,08/15/1875,Brooklyn,New York,USA,06/06/1892,06/06/1892,,,,,,,12/15/1945,Albany,New York,USA,,R,7-May,157,St. Agnes Cemetery,Menands,New York,USA,,Thomas Joseph Heslin,,,NOT,1892
7948,hestc001,Heston,Christopher Lee,Chris,4/10/1988,Palm Bay,Florida,USA,9/13/2014,6/11/2017,,,,,,,,,,,R,R,3-Jun,195,,,,,,,,,NOT,2014
7949,hestj001,Hester,John G.,John,9/14/1983,Atlanta,Georgia,USA,8/28/2009,9/16/2013,,,,,,,,,,,R,R,3-Jun,220,,,,,,,,,NOT,2009
7950,hestl101,Hesterfer,Lawrence,Larry,06/09/1878,Newark,New Jersey,USA,9/5/1901,9/5/1901,,,,,,,9/22/1943,Bloomfield,New Jersey,USA,R,L,8-May,145,Mount Olivet Cemetery,Bloomfield,New Jersey,USA,,,,,NOT,1901
7951,hetkj101,Hetki,John Edward,Johnny,5/12/1922,Leavenworth,Kansas,USA,9/14/1945,9/22/1954,,,,,,,,,,,R,R,1-Jun,202,,,,,,,,,NOT,1945
7952,hetlg101,Hetling,August Julius,Gus,11/21/1885,St. Louis,Missouri,USA,10/6/1906,10/6/1906,,,,,,,10/13/1962,Wichita,Kansas,USA,R,R,10-May,165,Wichita Park Cemetery,Wichita,Kansas,USA,,,,,NOT,1906
7953,hetze001,Hetzel,Eric Paul,Eric,9/25/1963,Crowley,Louisiana,USA,7/1/1989,9/13/1990,,,,,,,,,,,R,R,3-Jun,175,,,,,,,,,NOT,1989
7954,heubg101,Heubel,George A.,George,06/20/1849,,,Germany,05/20/1871,08/17/1876,,,,,09/18/1873,09/09/1876,01/22/1896,Philadelphia,Pennsylvania,USA,,,5-11.5,178,Leverington Cemetery,Philadelphia,Pennsylvania,USA,,,,,NOT,1871
7955,heuec001,Heuer,Codi Dalton,Codi,7/3/1996,Missoula,Montana,USA,7/24/2020,10/1/2020,,,,,,,,,,,R,R,5-Jun,190,,,,,,,,,,2020
7956,heuse101,Heusser,Edward Burlton,Ed,5/7/1909,Salt Lake County,Utah,USA,4/25/1935,9/14/1948,,,,,,,3/1/1956,Aurora,Colorado,USA,B,R,6-00.5,187,Bountiful City Park,Bountiful,Utah,USA,,,,,NOT,1935
7957,hevij101,Heving,Joseph William,Joe,9/2/1900,Covington,Kentucky,USA,4/29/1930,8/5/1945,,,,,,,4/11/1970,Covington,Kentucky,USA,R,R,1-Jun,185,St. Mary Cemetery,Fort Mitchell,Kentucky,USA,,,,,NOT,1930
7958,hevij102,Heving,John Aloysius,Johnnie,04/29/1896,Covington,Kentucky,USA,9/24/1920,9/16/1932,,,,,,,12/24/1968,Salisbury,North Carolina,USA,R,R,Jun-00,175,Rowan Memorial Park,Salisbury,North Carolina,USA,,,,,NOT,1920
7959,hewij101,Hewitt,Charles Jacob,Jake,06/06/1870,Maidsville,West Virginia,USA,08/06/1895,08/16/1895,,,,,,,5/15/1959,Morgantown,West Virginia,USA,L,L,7-May,150,Beverly Hills Memorial Gardens,Morgantown,West Virginia,USA,,,,,NOT,1895
7960,heydg101,Heydeman,Gregory George,Greg,1/2/1952,Carmel,California,USA,9/2/1973,9/2/1973,,,,,,,,,,,R,R,Jun-00,180,,,,,,,,,NOT,1973
7961,heydm101,Heydon,Marion Edward,Mike,07/15/1874,,Missouri,USA,10/12/1898,8/16/1907,,,,,,,10/13/1913,Indianapolis,Indiana,USA,L,R,10-May,155,Holy Cross Cemetery,Indianapolis,Indiana,USA,,,,,NOT,1898
7962,heynj101,Hayner,Fred Ames,Fred,11/03/1871,Janesville,Wisconsin,USA,08/19/1890,08/19/1890,,,,,,,1/14/1929,Lake Forest,Illinois,USA,,,Jun-00,160,Lake Forest Cemetery,Lake Forest,Illinois,USA,,,,,NOT,1890
7963,heywj001,Heyward,Jason Adenolith,Jason,8/9/1989,Ridgewood,New Jersey,USA,4/5/2010,10/2/2020,,,,,,,,,,,L,L,5-Jun,240,,,,,,,,,NOT,2010
7964,hiatj101,Hiatt,Jack E,Jack,7/27/1942,Bakersfield,California,USA,9/7/1964,10/3/1972,,,29685,29863,,,,,,,R,R,2-Jun,190,,,,,,,,,NOT,1964
7965,hiatp001,Hiatt,Philip Farrell,Phil,5/1/1969,Pensacola,Florida,USA,4/7/1993,10/7/2001,,,,,,,,,,,R,R,3-Jun,200,,,,,,,,,NOT,1993
7966,hibbg001,Hibbard,James Gregory,Greg,9/13/1964,New Orleans,Louisiana,USA,5/31/1989,6/23/1994,,,,,,,,,,,L,L,Jun-00,180,,,,,,,,,NOT,1989
7967,hibbj101,Hibbs,James Kerr,Jim,9/10/1944,Klamath Falls,Oregon,USA,4/12/1967,5/13/1967,,,,,,,,,,,R,R,Jun-00,190,,,,,,,,,NOT,1967
7968,hibbj102,Hibbard,John Denison,John,12/02/1864,Chicago,Illinois,USA,07/31/1884,08/02/1884,,,,,,,11/17/1937,Hollywood,California,USA,,L,,,Cremated,,,,,,,,NOT,1884
7969,hicka001,Hicks,Aaron Michael,Aaron,10/2/1989,San Pedro,California,USA,4/1/2013,10/9/2020,,,,,,,,,,,B,R,2-Jun,190,,,,,,,,,NOT,2013
7970,hickb001,Hickerson,Bryan David,Bryan,10/13/1963,Bemidji,Minnesota,USA,7/25/1991,9/23/1995,,,,,,,,,,,L,L,2-Jun,195,,,,,,,,,NOT,1991
7971,hickb002,Hicks,Brandon Ryan,Brandon,9/14/1985,Houston,Texas,USA,5/5/2010,7/10/2014,,,,,,,,,,,R,R,2-Jun,200,,,,,,,,,NOT,2010
7972,hickb101,Hicks,Clarence Walter,Buddy,2/15/1927,Belvedere,California,USA,4/17/1956,7/18/1956,,,,,,,12/8/2014,St. George,Utah,USA,B,R,10-May,170,,,,,,,,,NOT,1956
7973,hickc101,Hickman,Charles Taylor,Charlie,05/04/1876,Taylortown,Pennsylvania,USA,09/08/1897,7/31/1908,,,,,4/29/1907,4/29/1907,4/19/1934,Morgantown,West Virginia,USA,R,R,9-May,180,East Oak Grove Cemetery,Morgantown,West Virginia,USA,,,,,NOT,1897
7974,hicke101,Hickman,Ernest P.,Ernie,1856,East St. Louis,Illinois,USA,06/07/1884,07/29/1884,,,,,,,11/19/1891,East St. Louis,Illinois,USA,,,,,St. Peter Cemetery,East St. Louis,Illinois,USA,,,,,NOT,1884
7975,hicke102,Hickey,Edward Arthur,Eddie,08/18/1872,Cleveland,Ohio,USA,9/3/1901,9/23/1901,,,,,,,3/25/1941,Tacoma,Washington,USA,,,,,Calvary Cemetery,Tacoma,Washington,USA,,,,,NOT,1901
7976,hickj001,Hicks,John Austin,John,8/31/1989,Richmond,Virginia,USA,8/29/2015,9/29/2019,,,42827,43009,,,,,,,R,R,2-Jun,210,,,,,,,,,NOT,2015
7977,hickj002,Hicks,Jordan McKinley,Jordan,9/6/1996,Houston,Texas,USA,3/29/2018,6/22/2019,,,,,,,,,,,R,R,2-Jun,185,,,,,,,,,NOT,2018
7978,hickj101,Hicks,William Joseph,Joe,4/7/1933,Ivy,Virginia,USA,9/18/1959,9/29/1963,,,,,,,,,,,L,R,Jun-00,180,,,,,,,,,NOT,1959
7979,hickj102,Hickman,David James,Jim,05/19/1892,Union City,Tennessee,USA,9/17/1915,9/27/1919,,,,,,,12/30/1958,Brooklyn,New York,USA,R,R,5-07.5,170,Holy Cross Cemetery,Brooklyn,New York,USA,,,,,NOT,1915
7980,hickj103,Hickman,James Lucius,Jim,5/10/1937,Henning,Tennessee,USA,4/14/1962,7/14/1974,,,,,,,6/25/2016,Jackson,Tennessee,USA,R,R,3-Jun,192,Bethlehem Cemetery,Henning,Tennessee,USA,,,,,NOT,1962
